Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
18-47-14_354;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-14_354.PNG;30,252790;NaN;26,774533;26,633932;-3,468398;-3,380122;-3,412528;-3,581330;1,905429;12,005931;2,098861;2,108873;5,784275;5,769801;5,775113;5,802809
18-47-14_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-14_853.PNG;30,205099;NaN;26,769899;26,634851;-3,468285;-3,379663;-3,412841;-3,580862;1,908516;12,005965;2,099195;2,108806;5,784256;5,769726;5,775164;5,802732
18-47-15_354;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-15_354.PNG;30,129404;NaN;26,777689;26,636132;-3,468129;-3,379645;-3,412473;-3,581171;1,913427;12,005966;2,098633;2,108714;5,784231;5,769723;5,775104;5,802783
18-47-15_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-15_853.PNG;30,189456;NaN;26,788027;26,644155;-3,468009;-3,379180;-3,412524;-3,581436;1,909530;12,005934;2,097888;2,108131;5,784211;5,769647;5,775112;5,802826
18-47-16_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-16_353.PNG;30,181356;NaN;26,797367;26,655557;-3,468281;-3,379376;-3,412913;-3,581385;1,910055;12,005926;2,097214;2,107304;5,784256;5,769679;5,775176;5,802818
18-47-16_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-16_853.PNG;30,249068;NaN;26,806852;26,667777;-3,468205;-3,381289;-3,414469;-3,581338;1,905670;12,005950;2,096530;2,106418;5,784243;5,769992;5,775431;5,802810
18-47-17_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-17_353.PNG;30,215782;NaN;26,815197;26,711447;-3,468536;-3,380307;-3,414699;-3,581193;1,907824;12,005952;2,095929;2,103253;5,784297;5,769831;5,775469;5,802786
18-47-17_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-17_853.PNG;30,136856;NaN;26,821675;26,715308;-3,468532;-3,380329;-3,414826;-3,581098;1,912943;12,005976;2,095462;2,102974;5,784297;5,769835;5,775490;5,802771
18-47-18_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-18_353.PNG;30,132157;NaN;26,830232;26,694601;-3,468623;-3,380162;-3,414349;-3,581254;1,913248;12,005931;2,094846;2,104473;5,784312;5,769807;5,775411;5,802796
18-47-18_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-18_853.PNG;30,171826;NaN;26,840447;26,682740;-3,468499;-3,380013;-3,413775;-3,581178;1,910673;12,005932;2,094110;2,105333;5,784291;5,769783;5,775317;5,802784
