Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
12-06-58_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-06-58_240.PNG;5,527949;5,511605;5,485272;5,458138;24,984961;25,899553;25,103890;-113,295414;4,304886;4,309776;4,304165;4,314491;2,223796;2,150772;2,214168;12,003493
12-06-58_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-06-58_740.PNG;5,527732;5,511434;5,484983;5,458165;24,974472;25,897853;25,093328;-113,036399;4,304914;4,309799;4,304203;4,314487;2,224648;2,150906;2,215021;12,003472
12-06-59_241;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-06-59_241.PNG;5,527953;5,511871;5,485484;5,458183;24,966218;25,896177;25,084103;-112,850010;4,304885;4,309741;4,304137;4,314485;2,225317;2,151038;2,215767;12,003456
12-06-59_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-06-59_740.PNG;5,528025;5,511438;5,485497;5,457899;24,948052;25,895820;25,077462;-112,871266;4,304875;4,309798;4,304135;4,314522;2,226793;2,151066;2,216304;12,003458
12-07-00_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-00_240.PNG;5,527736;5,511524;5,485240;5,457994;24,933146;25,893446;25,066533;-113,050945;4,304914;4,309787;4,304169;4,314510;2,228004;2,151252;2,217188;12,003473
12-07-00_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-00_740.PNG;5,527935;5,511492;5,485226;5,458287;24,921422;25,892756;25,057531;-113,161008;4,304887;4,309791;4,304171;4,314471;2,228957;2,151306;2,217916;12,003482
12-07-01_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-01_240.PNG;5,527655;5,511528;5,485014;5,457985;24,902288;25,891103;25,051307;-112,878365;4,304924;4,309786;4,304199;4,314511;2,230513;2,151436;2,218420;12,003459
12-07-01_739;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-01_739.PNG;5,528007;5,511619;5,485001;5,458053;24,875964;25,887174;25,042921;-112,985728;4,304878;4,309774;4,304201;4,314502;2,232656;2,151745;2,219099;12,003468
12-07-02_239;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-02_239.PNG;5,527994;5,511249;5,485326;5,458183;24,850454;25,882488;25,035111;-113,572260;4,304880;4,309823;4,304158;4,314485;2,234734;2,152113;2,219731;12,003514
12-07-02_739;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-02_739.PNG;5,527782;5,511109;5,485262;5,458179;24,823221;25,882011;25,030806;-113,486494;4,304908;4,309842;4,304166;4,314485;2,236955;2,152151;2,220080;12,003508
